Date,CO,NOx,NO2,Benzene,O3
2004-03-10,0.9561113732892874,0.2179868969624777,0.5799518250880118,0.8033689897471292,0.5389771370856671
2004-03-10,0.9532798489853704,0.18046456223942825,0.541041319251436,0.7939485579191234,0.4305389771370856
2004-03-10,0.9542236904200094,0.19714115544967242,0.5818047063183249,0.7924343932771692,0.46790928289413275
2004-03-10,0.9542236904200094,0.22156045265038715,0.5966277561608301,0.7933101734282133,0.5153796712882196
2004-03-10,0.9513921661160925,0.19714115544967242,0.5855104687789512,0.7830327882067631,0.4811312092553484
2004-03-10,0.9495044832468145,0.17212626563430616,0.5484528441726885,0.7762943285206779,0.42209163529519783
2004-03-11,0.9495044832468145,0.15604526503871352,0.5132481007967389,0.7720605872535923,0.34248462032871174
2004-03-11,0.9485606418121755,0.15604526503871352,0.5113952195664258,0.7709317462303826,0.34138279313194375
2004-03-11,0.9480887210948561,0.1459201905896367,0.48174911988141556,0.7671884563623301,0.30098246258378475
2004-03-11,0.9466729589428976,0.0,0.0,0.7647513806846963,0.25755210724451383
2004-03-11,0.0,0.13162596783799882,0.433574207893274,0.7632232232416319,0.23698466623817832
2004-03-11,0.9471448796602171,0.12864800476474092,0.42245692051139516,0.7626158512486431,0.22835368653016253
2004-03-11,0.9471448796602171,0.13936867182846935,0.4595145451176579,0.7643991782963065,0.24662565420989807
2004-03-11,0.949032562529495,0.17748659916617035,0.5225125069483045,0.7706168210033412,0.3414746120650078
2004-03-11,0.9532798489853704,0.22275163787969032,0.5780989438576987,0.7887033006273216,0.47800936553117246
2004-03-11,0.9542236904200094,0.19594997022036928,0.5577172503242542,0.7944925680523448,0.45092278027729316
2004-03-11,0.951864086833412,0.18582489577129246,0.5521586066333147,0.7823410455415283,0.38922045725828663
2004-03-11,0.950920245398773,0.17569982132221562,0.541041319251436,0.7771685611294009,0.3197135249288403
2004-03-11,0.9513921661160925,0.18106015485407984,0.5465999629423753,0.7780987721895885,0.31732623266917637
2004-03-11,0.9528079282680509,0.20607504466944612,0.5780989438576987,0.7858829644421605,0.36690845652373516
2004-03-11,0.9575271354412458,0.2424061941631924,0.6077450435427089,0.8020695495539073,0.45413644293453304
2004-03-11,0.9542236904200094,0.2287075640262061,0.6040392810820826,0.7917837783371895,0.42098980809842984
2004-03-11,0.9542236904200094,0.23406789755807028,0.6133036872336483,0.7897939157006304,0.42484620328711775
2004-03-11,0.9575271354412458,0.2638475282906492,0.6207152121549009,0.8006005883474576,0.4789275548618125
2004-03-11,0.9664936290703161,0.2864800476474092,0.650361311839911,0.837180483839256,0.5907630153337617
2004-03-11,0.9764039641340254,0.3472304943418702,0.6892718176764869,0.8620555650000779,0.6992929942154071
2004-03-11,0.9726285983954696,0.3281715306730197,0.6763016490642949,0.8493838737566538,0.6808373886695436
2004-03-11,0.9622463426144408,0.26206075044669447,0.622568093385214,0.8067724921926531,0.5453126434670829
2004-03-11,0.950920245398773,0.17510422870756404,0.5280711506392439,0.7761656402169229,0.37498852263336696
2004-03-11,0.9485606418121755,0.14711137581893985,0.4687789512692236,0.7683498410586198,0.27609953172344137
2004-03-12,0.951864086833412,0.19178082191780824,0.5503057254030016,0.7805173622534958,0.372968506105959
2004-03-12,0.9528079282680509,0.1983323406789756,0.5743931813970724,0.7824870789715651,0.37884491782205487
2004-03-12,0.9504483246814535,0.1679571173317451,0.5391884380211228,0.7739864982333374,0.32742631530621613
2004-03-12,0.9476168003775366,0.0,0.0,0.7654065160839992,0.2615003213662657
2004-03-12,0.0,0.13162596783799882,0.42986844543264774,0.7623688747001562,0.21448902763749883
2004-03-12,0.9466729589428976,0.13698630136986303,0.45210302019640536,0.7621949240069102,0.21816178496005872
2004-03-12,0.9476168003775366,0.15247170935080406,0.5021308134148601,0.7652585931640724,0.2521347901937379
2004-03-12,0.9504483246814535,0.1840381179273377,0.5632758940151936,0.7748471865286255,0.3482692131117436
2004-03-12,0.9646059462010382,0.30196545562835025,0.6318324995367797,0.8260573560091824,0.5877329905426498
2004-03-12,0.0,0.0,0.0,0.8420145555178267,0.6565971903406482
2004-03-12,0.9584709768758848,0.23049434187016082,0.5966277561608301,0.8115030455162903,0.5277752272518593
2004-03-12,0.9565832940066069,0.24776652769505658,0.6355382619974059,0.8024738824164378,0.5018822881278119
2004-03-12,0.9537517697026899,0.2042882668254914,0.5799518250880118,0.7970860896623853,0.42567257368469374
2004-03-12,0.9556394525719679,0.21441334127456824,0.5855104687789512,0.8001772754187061,0.43448719125883756
2004-03-12,0.9565832940066069,0.21620011911852294,0.5984806373911432,0.8069130766322217,0.46304287944174083
2004-03-12,0.9575271354412458,0.23228111971411558,0.6040392810820826,0.8120598021293797,0.49187402442383615
2004-03-12,0.9570552147239264,0.2251340083382966,0.5929219937002037,0.8064357982961099,0.4819575796529244
2004-03-12,0.9551675318546484,0.20845741512805244,0.5910691124698906,0.8028255861295199,0.43843540538058945
2004-03-12,0.9622463426144408,0.24181060154854084,0.6466555493792847,0.831461846044782,0.5911302910660178
2004-03-12,0.9613025011798018,0.2394282310899345,0.6392440244580322,0.8274245720865302,0.6051785878248094
2004-03-12,0.974988201982067,0.3216200119118523,0.6855660552158607,0.8817584608944311,0.7663208153521256
2004-03-12,0.9646059462010382,0.28231089934484815,0.6466555493792847,0.8345025838499276,0.6709209438986319
2004-03-12,0.9603586597451628,0.269803454437165,0.6281267370761534,0.8126190287125683,0.621063263244881
2004-03-12,0.9693251533742331,0.2977963073257892,0.6188623309245876,0.8410238239980427,0.6820310347993755
2004-03-13,0.9565832940066069,0.23406789755807028,0.5799518250880118,0.7948654972196595,0.5454962813332109
2004-03-13,0.9528079282680509,0.20190589636688505,0.5503057254030016,0.7862818630584396,0.4937104030851161
2004-03-13,0.9513921661160925,0.16855270994639668,0.5225125069483045,0.7786776920161498,0.456431916261133
2004-03-13,0.951864086833412,0.0,0.0,0.7787554187739291,0.4390781379120374
2004-03-13,0.0,0.1840381179273377,0.5243653881786177,0.7818225814919283,0.43760903498301346
2004-03-13,0.9485606418121755,0.15604526503871352,0.4910135260329812,0.7680928116708056,0.374345790101919
2004-03-13,0.9495044832468145,0.15068493150684933,0.48174911988141556,0.7693463718407768,0.3801303828849508
2004-03-13,0.950920245398773,0.20190589636688505,0.5132481007967389,0.777792930377194,0.4186025158387659
2004-03-13,0.9565832940066069,0.2715902322811197,0.5484528441726885,0.8031241102213235,0.5111560003672757
2004-03-13,0.9613025011798018,0.2948183442525313,0.5910691124698906,0.815723655208199,0.5916812046644018
2004-03-13,0.9589428975932043,0.26801667659321027,0.6040392810820826,0.8072794084689605,0.6115140942062253
2004-03-13,0.9631901840490797,0.29541393686718287,0.663331480452103,0.8194900239262274,0.6546689927463042
2004-03-13,0.9608305804624823,0.2614651578320429,0.6688901241430424,0.8114738110286381,0.5829584060233219
2004-03-13,0.9570552147239264,0.21024419297200717,0.6003335186214563,0.8048778179901463,0.4776420897989165
2004-03-13,0.9532798489853704,0.18939845145920192,0.5595701315545674,0.7909958470920799,0.3855476999357267
2004-03-13,0.9532798489853704,0.1899940440738535,0.5855104687789512,0.7931879716357502,0.42126526489762184
2004-03-13,0.9556394525719679,0.2013103037522335,0.6003335186214563,0.7971627743790403,0.46937838582315666
2004-03-13,0.9546956111373289,0.20726622989874927,0.6021863998517695,0.7985541269302998,0.47149022128362866
2004-03-13,0.9589428975932043,0.25431804645622397,0.6448026681489716,0.8169068167295113,0.5857129740152419
2004-03-13,0.9636621047663992,0.2840976771888029,0.6763016490642949,0.8327730155365936,0.665319988981728
2004-03-13,0.9636621047663992,0.285288862418106,0.6688901241430424,0.8311272495631147,0.6968138830226792
2004-03-13,0.9636621047663992,0.28767123287671237,0.6651843616824161,0.8275881112690402,0.7659535396198696
2004-03-13,0.9584709768758848,0.24657534246575347,0.6355382619974059,0.8081576973490641,0.6698191167018639
2004-03-13,0.9561113732892874,0.22156045265038715,0.6114508060033351,0.7995457142129068,0.6376824901294647
2004-03-14,0.9575271354412458,0.23228111971411558,0.609597924773022,0.799887301762727,0.6371315765310807
2004-03-14,0.9570552147239264,0.22275163787969032,0.5910691124698906,0.8032873000163856,0.6352951978698007
2004-03-14,0.9556394525719679,0.19535437760571772,0.5632758940151936,0.7910196061405541,0.5645028004774584
2004-03-14,0.9551675318546484,0.0,0.0,0.7952400558347172,0.5429253512074189
2004-03-14,0.0,0.16081000595592615,0.5225125069483045,0.7780029783955247,0.45927830318611695
2004-03-14,0.9495044832468145,0.15068493150684933,0.500277932184547,0.7721592594718486,0.414654301717014
2004-03-14,0.9485606418121755,0.14532459797498512,0.48730776357235495,0.7677265808221794,0.3938114039114865
2004-03-14,0.9480887210948561,0.1631923764145325,0.4947192884936075,0.767531854027386,0.38674134606555866
2004-03-14,0.9504483246814535,0.17927337701012508,0.5262182694089308,0.7742828806681524,0.4257643926177577
2004-03-14,0.9513921661160925,0.18939845145920192,0.5243653881786177,0.7824035850937973,0.47497934074006054
2004-03-14,0.9542236904200094,0.20488385944014298,0.5521586066333147,0.7908771623014065,0.5233679184647875
2004-03-14,0.9570552147239264,0.22394282310899347,0.5818047063183249,0.7994932689636228,0.5712055825911303
2004-03-14,0.9570552147239264,0.2150089338892198,0.5910691124698906,0.7987360141437226,0.5367734826921311
2004-03-14,0.9532798489853704,0.18642048838594405,0.5632758940151936,0.7869072216134985,0.43338536406206957
2004-03-14,0.9523360075507314,0.18046456223942825,0.5595701315545674,0.786772719973457,0.3938114039114865
2004-03-14,0.9528079282680509,0.18582489577129246,0.568834537706133,0.7892581619237163,0.4040951244146543
2004-03-14,0.9579990561585653,0.22036926742108398,0.609597924773022,0.8033145229034131,0.4769075383344045
2004-03-14,0.9575271354412458,0.22632519356759978,0.6077450435427089,0.8039425865072648,0.5164814984849876
2004-03-14,0.9556394525719679,0.21441334127456824,0.5947748749305168,0.8044367012874617,0.537048939491323
2004-03-14,0.9655497876356772,0.27456819535437765,0.6614785992217898,0.836317889198479,0.6969975208888072
2004-03-14,0.9716847569608306,0.3126861226920786,0.6911246989068001,0.8460638380063212,0.7730235974657974
2004-03-14,0.9598867390278433,0.24836212030970817,0.6410969056883453,0.8141322946295612,0.6787255532090717
2004-03-14,0.9537517697026899,0.20607504466944612,0.5947748749305168,0.7924585926411921,0.5959966945184096
2004-03-14,0.9542236904200094,0.2096486003573556,0.5910691124698906,0.7918317888083025,0.5688182903314664
2004-03-15,0.9523360075507314,0.18106015485407984,0.5540114878636279,0.7862152103161244,0.5326416307042512
2004-03-15,0.9523360075507314,0.18225134008338298,0.5428942004817491,0.7845493625148002,0.5045450371866679
2004-03-15,0.9523360075507314,0.18344252531268612,0.5336297943301834,0.7847009654408703,0.4953631438802681
2004-03-15,0.949032562529495,0.0,0.0,0.7751145769086626,0.4482600312184372
2004-03-15,0.0,0.15842763549731986,0.5021308134148601,0.7734692587607291,0.44541364429345326
2004-03-15,0.9485606418121755,0.17153067301965458,0.5076894571057995,0.7729763140896965,0.4444036360297493
2004-03-15,0.9504483246814535,0.2013103037522335,0.5188067444876783,0.7825288720962418,0.47121476448443667
2004-03-15,0.9542236904200094,0.25491363907087555,0.5354826755604966,0.7950400886135474,0.5269488568542834
2004-03-15,0.9697970740915526,0.3335318642048839,0.5818047063183249,0.8564085584971783,0.6902947387751354
2004-03-15,0.9820670127418594,0.4038117927337701,0.6466555493792847,0.8974396659869979,0.8756771646313469
2004-03-15,0.9712128362435111,0.35378201310303753,0.6614785992217898,0.8593112763924176,0.7980901661922688
2004-03-15,0.9636621047663992,0.30911256700416917,0.6577728367611635,0.8345707548831054,0.7339087319805343
2004-03-15,0.9584709768758848,0.2388326384752829,0.6188623309245876,0.811766464202125,0.6324488109448168
2004-03-15,0.9575271354412458,0.22096486003573557,0.5910691124698906,0.8149105788136194,0.5891102745386098
2004-03-15,0.9575271354412458,0.21381774865991665,0.5762460626273855,0.8168458915630045,0.5374162152235791
2004-03-15,0.9556394525719679,0.21024419297200717,0.5632758940151936,0.8041619129267233,0.49104765402626016
2004-03-15,0.9546956111373289,0.2042882668254914,0.5540114878636279,0.8020157583515117,0.46570562850059677
2004-03-15,0.9570552147239264,0.2120309708159619,0.5743931813970724,0.8142816077463134,0.5331007253695712
2004-03-15,0.9726285983954696,0.3061346039309113,0.6707430053733555,0.8802136349796631,0.7504361399320539
2004-03-15,0.9815950920245399,0.35973793924955333,0.7170650361311839,0.9069576120546524,0.8529060692314755
2004-03-15,0.9745162812647475,0.30970815961882076,0.6763016490642949,0.8757109733771216,0.8048847672390046
2004-03-15,0.9636621047663992,0.2715902322811197,0.6392440244580322,0.8337544190034385,0.7003948214121751
2004-03-15,0.9589428975932043,0.23406789755807028,0.6021863998517695,0.8163898145607595,0.622256909374713
2004-03-15,0.9504483246814535,0.17212626563430616,0.5577172503242542,0.7844628995538504,0.501055917730236
2004-03-16,0.9537517697026899,0.19475878499106614,0.5614230127848805,0.800556408541101,0.5405074526367459
2004-03-16,0.9495044832468145,0.16617033948779036,0.5336297943301834,0.7788137966863738,0.455330089064365
2004-03-16,0.9476168003775366,0.14472900536033353,0.4836020011117287,0.7689753267794647,0.39179138738407854
2004-03-16,0.9471448796602171,0.0,0.0,0.7671340293979685,0.3767330823615829
2004-03-16,0.0,0.1542584871947588,0.4798962386511024,0.7681354523033975,0.3818749426131668
2004-03-16,0.9466729589428976,0.14175104228707566,0.46692607003891046,0.765934677225949,0.3645211642640712
2004-03-16,0.9480887210948561,0.1679571173317451,0.4891606448026681,0.7715232813031272,0.39280139564778255
2004-03-16,0.949976403964134,0.17808219178082194,0.500277932184547,0.7777738827548781,0.41502157744927
2004-03-16,0.9598867390278433,0.27575938058368077,0.5503057254030016,0.8196452827986127,0.5900284638692498
2004-03-16,0.9613025011798018,0.25550923168552714,0.5465999629423753,0.832874285889807,0.6269396749609769
2004-03-16,0.9688532326569136,0.3549731983323407,0.6485084306095978,0.8533172458655253,0.7504361399320539
2004-03-16,0.9631901840490797,0.3061346039309113,0.6707430053733555,0.8341621186988173,0.708474887521807
2004-03-16,0.9594148183105238,0.24836212030970817,0.6559199555308504,0.8278828969830156,0.6549444495454962
2004-03-16,0.9627182633317602,0.26920786182251344,0.6688901241430424,0.8429033839099447,0.6870810761178955
2004-03-16,0.9617744218971213,0.27575938058368077,0.6688901241430424,0.8358366038892041,0.621155082177945
2004-03-16,0.9570552147239264,0.22632519356759978,0.6077450435427089,0.8137151230456503,0.5287852355155633
2004-03-16,0.9575271354412458,0.2287075640262061,0.609597924773022,0.8210815274881031,0.5556881829033147
2004-03-16,0.9575271354412458,0.23228111971411558,0.6170094496942745,0.818161731718084,0.5741437884491781
2004-03-16,0.9598867390278433,0.2287075640262061,0.6281267370761534,0.8259601436603319,0.5493526765218988
2004-03-16,0.9622463426144408,0.22692078618225137,0.6244209746155271,0.8307265974531411,0.5994858139748416
2004-03-16,0.9589428975932043,0.2179868969624777,0.6355382619974059,0.8181002534231421,0.5993021761087136
2004-03-16,0.9679093912222746,0.307921381774866,0.6985362238280526,0.8526443201082787,0.8203103479937562
2004-03-16,0.9561113732892874,0.2287075640262061,0.6262738558458403,0.8096170826303782,0.661739050592232
